country,continent,year,pop,gdpPercap,lifeExp
COON RAPIDS,US,2013,1,,
COON VALLEY,US,1999,1,,
COOPER CITY,US,2005,1,10.0,10.0
COOPER CITY,US,2006,2,67.5,120.0
COOPER CITY,US,2012,1,0.0,0.0
COOPER CITY,US,2014,1,0.0,0.0
COOPERSTOWN,US,2009,1,10.0,10.0
COOPERSTOWN,US,2010,2,,
COOPERSVILLE,US,2011,1,,
COOPERTOWN,US,2005,1,180.0,180.0
COOS BAY,US,1999,4,1340.0,3600.0
COOS BAY,US,2000,1,3.0,3.0
COOS BAY,US,2003,1,360.0,360.0
COOS BAY,US,2004,1,37800.0,37800.0
COOS BAY,US,2007,1,,
COOS BAY,US,2010,2,25.0,45.0
COOS BAY,US,2011,1,,
COOS BAY,US,2013,3,100.0,180.0
COPAKE,US,2007,1,600.0,600.0
COPAKE,US,2013,1,3600.0,3600.0
COPALIS BEACH,US,2004,1,5400.0,5400.0
COPEMISH,US,2000,1,600.0,600.0
COPEVILLE,US,1999,1,30.0,30.0
COPIAGUE,US,2002,1,2.0,2.0
COPIAGUE,US,2013,1,,
COPLEY,US,2005,1,0.0,0.0
COPLEY,US,2010,1,10800.0,10800.0
COPPELL,US,2003,1,300.0,300.0
COPPELL,US,2004,1,,
COPPELL,US,2005,1,2.0,2.0
COPPELL,US,2006,1,60.0,60.0
COPPELL,US,2009,1,,
COPPELL,US,2011,1,,
COPPER CENTER,US,1999,1,0.0,0.0
COPPERAS COVE,US,2002,2,5.0,10.0
COPPERAS COVE,US,2004,1,,
COPPERAS COVE,US,2008,1,180.0,180.0
COPPERAS COVE,US,2009,3,540.0,1200.0
COPPERAS COVE,US,2011,3,,
COPPERAS COVE,US,2012,2,150.0,300.0
COPPERAS COVE,US,2013,1,0.0,0.0
COQUILLE,US,2004,1,0.0,0.0
COQUITLAM (CANADA),CA,2003,3,5.0,6.0
COQUITLAM (CANADA),CA,2004,3,402.3333333333333,1200.0
COQUITLAM (CANADA),CA,2005,1,5.0,5.0
COQUITLAM (CANADA),CA,2006,2,150.0,300.0
COQUITLAM (CANADA),CA,2007,2,105.0,180.0
COQUITLAM (CANADA),CA,2008,1,5.0,5.0
COQUITLAM (CANADA),CA,2010,1,120.0,120.0
CORAL GABLES,US,1999,3,1410.0,2700.0
CORAL GABLES,US,2004,1,10.0,10.0
CORAL GABLES,US,2008,1,15.0,15.0
CORAL GABLES,US,2012,1,60.0,60.0
CORAL GABLES,US,2013,1,60.0,60.0
CORAL SPRINGS,US,2000,1,0.0,0.0
CORAL SPRINGS,US,2002,2,540.0,900.0
CORAL SPRINGS,US,2003,2,52.5,60.0
CORAL SPRINGS,US,2005,3,240.0,360.0
CORAL SPRINGS,US,2007,2,900.0,900.0
CORAL SPRINGS,US,2008,2,240.0,240.0
CORAL SPRINGS,US,2009,6,55.4,120.0
CORAL SPRINGS,US,2011,4,88.33333333333333,120.0
CORAL SPRINGS,US,2012,6,120.0,120.0
CORAL SPRINGS,US,2013,2,240.0,300.0
CORAL SPRINGS,US,2014,9,513.3333333333334,1200.0
CORALVILLE,US,2002,1,600.0,600.0
CORALVILLE,US,2003,1,300.0,300.0
CORALVILLE,US,2006,1,1.0,1.0
CORALVILLE,US,2010,1,30.0,30.0
CORALVILLE (EAST OF),US,2002,1,900.0,900.0
CORAM,US,2003,1,10.0,10.0
CORAM,US,2004,1,120.0,120.0
CORAM,US,2008,1,20.0,20.0
CORAM,US,2011,2,120.0,120.0
CORAM,US,2013,2,300.0,300.0
CORAPEAKE,US,2000,1,300.0,300.0
CORBETT,US,1999,1,1.0,1.0
CORBETT,US,2002,1,180.0,180.0
CORBETT,US,2006,1,,
CORBIN,US,2002,1,300.0,300.0
CORBIN,US,2003,2,,
CORBIN,US,2007,1,120.0,120.0
CORBIN,US,2013,1,30.0,30.0
CORBY (UK/ENGLAND),GB,2010,1,60.0,60.0
CORBY (UK/ENGLAND),GB,2012,1,300.0,300.0
CORCORAN,US,2002,2,75.0,120.0
CORCORAN,US,2011,1,0.0,0.0
CORDELE,US,2000,1,60.0,60.0
CORDELL,US,2012,1,360.0,360.0
CORDES,US,2002,1,900.0,900.0
CORDES JUNCTION,US,2013,1,,
CORDOVA,US,1999,1,900.0,900.0
CORDOVA,US,2000,1,300.0,300.0
CORDOVA,US,2003,1,1200.0,1200.0
CORDOVA,US,2007,1,18000.0,18000.0
CORDOVA,US,2008,1,5.0,5.0
CORDOVA,US,2009,2,30.0,30.0
CORDOVA,US,2011,2,360.0,600.0
CORDOVA,US,2012,1,30.0,30.0
CORDOVA (A SUBURB OF MEMPHIS),US,2002,1,0.0,0.0
CORE,US,2002,1,600.0,600.0
CORFU,US,2008,1,,
CORFU,US,2013,1,,
CORFU (DARIEN/PEMBROKE/ALEXANDER),US,2002,1,1800.0,1800.0
CORINNE,US,1999,1,15.0,15.0
CORINTH,US,2001,1,15.0,15.0
CORINTH,US,2004,1,,
CORINTH,US,2006,2,210.0,360.0
CORINTH,US,2010,1,,
CORINTH,US,2012,3,5.0,5.0
CORINTH,US,2014,1,300.0,300.0
CORNELIUS,US,1999,1,,
CORNELIUS,US,2002,1,6.0,6.0
CORNELIUS,US,2004,1,,
CORNELIUS,US,2006,1,,
CORNELIUS,US,2007,1,20.0,20.0
CORNELIUS,US,2010,2,600.0,600.0
CORNELIUS,US,2012,3,,
CORNELIUS,US,2013,1,180.0,180.0
CORNELL,US,2011,2,240.0,300.0
CORNELL,US,2014,1,0.0,0.0
CORNER,US,2013,1,0.0,0.0
CORNER BROOK (CANADA),CA,2004,1,,
CORNER BROOK (CANADA),CA,2005,1,,
CORNER BROOK (CANADA),CA,2010,1,2.0,2.0
CORNERSVILLE,US,2003,1,1200.0,1200.0
CORNERSVILLE,US,2013,1,10.0,10.0
CORNING,US,2001,3,1410.0,2400.0
CORNING,US,2007,1,300.0,300.0
CORNING,US,2008,1,,
CORNING,US,2011,2,5402.0,10800.0
CORNING,US,2012,1,15.0,15.0
CORNISH,US,2012,1,,
CORNVILLE,US,1998,1,10.0,10.0
CORNVILLE,US,2005,1,,
CORNWALL,US,2009,1,,
CORNWALL (CAMBORNE) (UK/ENGLAND),GB,2012,1,300.0,300.0
CORNWALL (CANADA),CA,2000,1,10.0,10.0
CORNWALL (CANADA),CA,2001,1,,
CORNWALL (CANADA),CA,2003,1,300.0,300.0
CORNWALL (CANADA),CA,2004,1,,
CORNWALL (CANADA),CA,2007,1,1620.0,1620.0
CORNWALL (CANADA),CA,2008,1,,
CORNWALL (CANADA),CA,2010,1,,
CORNWALL (CANADA),CA,2012,1,2700.0,2700.0
CORNWALL (CANADA),CA,2013,3,300.0,300.0
CORNWALL (CANADA),CA,2014,1,180.0,180.0
CORNWALL (SOUTH STORMONT) (CANADA),CA,2008,1,,
CORNWALL (UK/ENGLAND),GB,2002,1,20.0,20.0
CORNWALL (UK/ENGLAND),GB,2010,1,2.0,2.0
CORNWALL BRIDGE,US,1999,1,60.0,60.0
CORNWALL-ON-HUDSON,US,2009,1,3.0,3.0
CORNWALLVILLE,US,2014,1,8.0,8.0
COROLLA,US,2006,1,0.0,0.0
COROLLA,US,2011,1,,
COROLLA,US,2012,1,,
CORONA,US,2000,1,20.0,20.0
CORONA,US,2002,1,120.0,120.0
CORONA,US,2003,4,945.0,2700.0
CORONA,US,2005,2,,
CORONA,US,2006,1,,
CORONA,US,2007,7,324.0,900.0
CORONA,US,2008,4,27515.0,109800.0
CORONA,US,2009,6,113.66666666666667,300.0
CORONA,US,2010,4,180.0,300.0
CORONA,US,2011,2,420.0,600.0
CORONA,US,2012,2,600.0,600.0
CORONA,US,2013,4,112.5,300.0
CORONA,US,2014,5,91.0,300.0
CORONA DEL MAR,US,2007,3,620.0,900.0
CORONA DEL MAR,US,2008,1,300.0,300.0
CORONA DEL MAR,US,2010,1,1200.0,1200.0
CORONADO,US,2001,1,10.0,10.0
CORONADO,US,2002,1,,
CORONADO,US,2005,3,6.5,10.0
CORPUS CHRISTI,US,1998,1,8.0,8.0
CORPUS CHRISTI,US,1999,3,301.5,600.0
CORPUS CHRISTI,US,2000,1,5.0,5.0
CORPUS CHRISTI,US,2001,2,35.0,60.0
CORPUS CHRISTI,US,2002,3,600.0,600.0
CORPUS CHRISTI,US,2003,3,1650.0,2700.0
CORPUS CHRISTI,US,2004,4,900.0,1800.0
CORPUS CHRISTI,US,2006,4,600.0,600.0
CORPUS CHRISTI,US,2007,2,1560.0,3000.0
CORPUS CHRISTI,US,2008,6,100.0,120.0
CORPUS CHRISTI,US,2009,5,2857.5,10800.0
CORPUS CHRISTI,US,2010,3,63.333333333333336,120.0
CORPUS CHRISTI,US,2011,6,76.6,300.0
CORPUS CHRISTI,US,2012,7,502.5,1020.0
CORPUS CHRISTI,US,2013,6,123.75,300.0
CORPUS CHRISTI,US,2014,5,375.0,600.0
CORPUS CHRISTI (MALIKI BEACH),US,1999,1,300.0,300.0
CORPUS CHRISTI (OFF SHORE),US,2007,1,900.0,900.0
CORPUS CHRISTI (WATER GARDEN),US,2007,1,120.0,120.0
CORRALES,US,2005,1,60.0,60.0
CORRALITOS,US,1999,2,5.5,6.0
CORRALITOS,US,2013,1,30.0,30.0
CORRECTIONVILLE,US,2007,1,180.0,180.0
CORREO,US,2005,1,900.0,900.0
CORRINGHAM (UK/ENGLAND),GB,2006,1,0.0,0.0
CORRY,US,1999,1,900.0,900.0
CORRY,US,2000,1,0.0,0.0
CORRY,US,2005,1,420.0,420.0
CORRY,US,2009,1,,
CORRY,US,2013,1,,
CORRYTON,US,2009,1,45.0,45.0
CORSICA,US,2005,1,300.0,300.0
CORSICANA,US,2007,1,0.0,0.0
CORSICANA,US,2008,1,5.0,5.0
CORTE MADERA,US,1998,1,,
CORTE MADERA,US,2000,1,,
CORTE MADERA,US,2006,1,420.0,420.0
CORTE MADERA,US,2013,1,,
CORTEZ,US,1999,2,300.0,300.0
CORTEZ,US,2001,1,300.0,300.0
CORTEZ,US,2004,1,1200.0,1200.0
CORTEZ,US,2007,1,,
CORTEZ,US,2008,1,0.0,0.0
CORTEZ,US,2012,1,600.0,600.0
CORTEZ (4 MILES NORTH OF),US,2001,1,,
CORTEZ (4 MILES NORTHEAST OF),US,2002,1,,
CORTLAND,US,2002,1,15.0,15.0
CORTLAND,US,2004,1,3600.0,3600.0
CORTLAND,US,2005,1,900.0,900.0
CORTLAND,US,2010,1,,
CORTLAND,US,2012,2,240.0,240.0
CORTLAND,US,2013,1,120.0,120.0
CORUNNA,US,2002,1,60.0,60.0
CORUNNA,US,2004,1,,
CORVALLIS,US,1999,2,120.0,120.0
CORVALLIS,US,2000,3,16.666666666666668,30.0
CORVALLIS,US,2001,4,4.333333333333333,8.0
CORVALLIS,US,2002,4,801.6666666666666,1200.0
CORVALLIS,US,2003,1,,
CORVALLIS,US,2005,1,,
CORVALLIS,US,2007,2,2.0,3.0
CORVALLIS,US,2008,5,63.0,120.0
CORVALLIS,US,2009,3,2460.0,7200.0
CORVALLIS,US,2010,1,120.0,120.0
CORVALLIS,US,2011,4,2.0,2.0
CORVALLIS,US,2012,3,300.0,600.0
CORVALLIS,US,2014,1,60.0,60.0
CORVALLIS (10 MILES SOUTH OF),US,2001,1,30.0,30.0
CORVALLIS (NEAR; SMALL TOWN OF ALSEA),US,1999,1,120.0,120.0
CORYDON,US,2004,1,,
CORYDON,US,2005,3,900.0,1200.0
CORYDON,US,2007,1,20.0,20.0
CORYDON,US,2008,1,17.0,17.0
CORYDON,US,2011,1,180.0,180.0
CORYDON,US,2012,1,900.0,900.0
CORYDON,US,2013,2,72.5,120.0
COSBY,US,2002,1,25.0,25.0
COSBY,US,2014,1,900.0,900.0
COSHOCTON,US,2006,1,5.0,5.0
COSO JUNCTION,US,2002,1,120.0,120.0
COSSAYUNA,US,2002,1,900.0,900.0
COSTA MESA,US,1999,3,1240.0,3600.0
COSTA MESA,US,2000,2,4.5,5.0
COSTA MESA,US,2001,2,,
COSTA MESA,US,2002,1,600.0,600.0
COSTA MESA,US,2003,3,900.0,1800.0
COSTA MESA,US,2004,2,22.5,30.0
COSTA MESA,US,2006,1,4860.0,4860.0
COSTA MESA,US,2007,3,11700.0,21600.0
COSTA MESA,US,2008,2,3601.0,7200.0
COSTA MESA,US,2011,2,800.0,800.0
COSTA MESA,US,2012,2,900.0,900.0
COSTA MESA,US,2013,1,,
COTATI,US,1999,1,10.0,10.0
COTATI,US,2004,2,75.0,120.0
COTATI,US,2011,1,120.0,120.0
COTO DE CAZA,US,2001,1,180.0,180.0
COTO DE CAZA,US,2007,1,15.0,15.0
COTO DE CAZA,US,2014,1,1.0,1.0
COTTAGE GROVE,US,2001,3,6180.0,18000.0
COTTAGE GROVE,US,2003,2,600.0,600.0
COTTAGE GROVE,US,2004,2,10.0,10.0
COTTAGE GROVE,US,2007,1,,
COTTAGE GROVE,US,2008,4,3165.0,9000.0
COTTAGE GROVE,US,2010,1,240.0,240.0
COTTAGE GROVE,US,2013,2,7.0,7.0
COTTAGE HILLS,US,2000,1,420.0,420.0
COTTON,US,1999,1,,
COTTON,US,2001,1,60.0,60.0
COTTONTOWN,US,1999,1,1800.0,1800.0
COTTONTOWN,US,2013,1,,
COTTONWOOD,US,1998,1,,
COTTONWOOD,US,1999,3,1830.0,2700.0
COTTONWOOD,US,2000,1,15.0,15.0
COTTONWOOD,US,2005,2,180.0,180.0
COTTONWOOD,US,2007,7,585.0,900.0
COTTONWOOD,US,2008,1,1200.0,1200.0
COTTONWOOD,US,2009,1,1800.0,1800.0
COTTONWOOD,US,2011,1,,
COTTONWOOD,US,2012,3,260.6666666666667,720.0
COTTONWOOD,US,2013,4,580.0,1200.0
COTTONWOOD,US,2014,1,0.0,0.0
COTTONWOOD (30 MIN.WEST OF SEDONA),US,2002,1,,
COTTONWOOD HEIGHTS,US,2009,1,180.0,180.0
COTTONWOOD HEIGHTS,US,2010,1,,
COTULLA,US,2010,2,90.0,120.0
COTULLA,US,2011,2,,
COTULLA,US,2012,2,2.5,5.0
COTULLA,US,2013,2,1800.0,3600.0
COTULLA (SOUTH OF),US,2012,1,60.0,60.0
COUDERSPORT,US,2010,1,,
COUGAR,US,2010,1,600.0,600.0
COUGAR,US,2011,1,,
COUGAR,US,2012,1,,
COULEE CITY,US,2006,1,1800.0,1800.0
COULEE CITY,US,2012,1,240.0,240.0
COULEE DAM,US,2012,1,,
COULTERVILLE,US,2008,1,50.0,50.0
COULTERVILLE,US,2013,1,4.0,4.0
COUNCIL,US,2003,1,2100.0,2100.0
COUNCIL,US,2006,1,15.0,15.0
COUNCIL BLUFFS,US,1999,3,480.0,900.0
COUNCIL BLUFFS,US,2000,1,,
COUNCIL BLUFFS,US,2003,3,,
COUNCIL BLUFFS,US,2006,1,180.0,180.0
COUNCIL BLUFFS,US,2007,3,3540.0,7200.0
COUNCIL BLUFFS,US,2008,2,30.0,30.0
COUNCIL BLUFFS,US,2010,1,300.0,300.0
COUNCIL BLUFFS,US,2011,1,,
COUNCIL BLUFFS,US,2012,2,3690.0,7200.0
COUNCIL BLUFFS,US,2013,2,480.0,480.0
COUNTRY CLUB HILLS,US,2005,1,,
COUNTRY CLUB HILLS,US,2011,1,600.0,600.0
COUNTRY CLUB HILLS,US,2013,1,2.0,2.0
COUNTRYSIDE,US,2001,1,5.0,5.0
COUNTRYSIDE,US,2004,1,,
COUNTRYSIDE,US,2009,1,0.0,0.0
COUNTRYSIDE,US,2013,1,,
COUNTY DURHAM (UK/ENGLAND),GB,2005,3,900.0,1800.0
COUNTY DURHAM (UK/ENGLAND),GB,2008,1,60.0,60.0
COUPEVILLE,US,2001,1,15.0,15.0
COUPEVILLE,US,2002,1,1200.0,1200.0
COUPEVILLE,US,2012,1,,
COUPEVILLE,US,2014,1,90.0,90.0
COUPEVILLE (SOUTH OF),US,2012,1,180.0,180.0
COURTENAY (CANADA),CA,2000,2,1800.0,1800.0
COURTENAY (CANADA),CA,2002,2,90.0,120.0
COURTENAY (CANADA),CA,2003,2,2700.0,2700.0
COURTENAY (CANADA),CA,2011,3,1050.0,3000.0
COURTENAY (CANADA),CA,2013,1,1.0,1.0
COURTLAND,US,2002,1,1.0,1.0
COUSHATTA,US,2004,1,600.0,600.0
COVE CITY,US,2011,1,30.0,30.0
COVELO,US,2005,1,6.0,6.0
COVENTRY,US,1999,1,300.0,300.0
COVENTRY,US,2002,1,37.0,37.0
COVENTRY,US,2003,1,60.0,60.0
COVENTRY,US,2004,2,180.0,180.0
COVENTRY,US,2006,1,180.0,180.0
COVENTRY,US,2007,1,900.0,900.0
COVENTRY,US,2008,2,60.0,120.0
COVENTRY,US,2010,1,,
COVENTRY,US,2012,6,234.5,900.0
COVENTRY,US,2013,3,86400.5,172800.0
COVENTRY (UK/ENGLAND),GB,2000,1,0.0,0.0
COVENTRY (UK/ENGLAND),GB,2001,1,300.0,300.0
COVENTRY (UK/ENGLAND),GB,2002,6,23.666666666666668,60.0
COVENTRY (UK/ENGLAND),GB,2003,2,2.0,2.0
COVENTRY (UK/ENGLAND),GB,2004,1,1200.0,1200.0
COVENTRY (UK/ENGLAND),GB,2005,4,820.0,1800.0
COVENTRY (UK/ENGLAND),GB,2006,6,310.0,600.0
COVENTRY (UK/ENGLAND),GB,2007,2,67.5,120.0
COVENTRY (UK/ENGLAND),GB,2009,1,120.0,120.0
COVENTRY (UK/ENGLAND),GB,2010,1,,
COVENTRY (UK/ENGLAND),GB,2011,2,302.5,600.0
COVENTRY (UK/ENGLAND),GB,2013,1,4.0,4.0
COVENTRY (UK/ENGLAND),GB,2014,1,600.0,600.0
COVINA,US,1999,1,180.0,180.0
COVINA,US,2000,5,163.33333333333334,300.0
COVINA,US,2002,1,1800.0,1800.0
COVINA,US,2004,2,300.0,300.0
COVINA,US,2006,1,,
COVINA,US,2007,1,600.0,600.0
COVINA,US,2008,3,88835.0,259200.0
COVINA,US,2010,3,480.0,480.0
COVINA,US,2012,2,1890.0,3600.0
COVINA,US,2013,2,645.0,1200.0
COVINA,US,2014,1,300.0,300.0
COVINGTON,US,1998,1,1200.0,1200.0
COVINGTON,US,1999,2,1800.0,1800.0
COVINGTON,US,2001,3,772.5,1500.0
COVINGTON,US,2002,2,1890.0,3600.0
COVINGTON,US,2004,4,92.5,180.0
COVINGTON,US,2005,3,460.0,900.0
COVINGTON,US,2006,3,3150.0,6300.0
COVINGTON,US,2007,1,,
COVINGTON,US,2008,2,900.0,1200.0
COVINGTON,US,2009,2,1351.0,2700.0
COVINGTON,US,2010,2,60.0,60.0
COVINGTON,US,2011,3,660.0,1200.0
COVINGTON,US,2012,4,1111.5,2220.0
COVINGTON,US,2013,6,1638.0,7200.0
COVINGTON,US,2014,3,300.6666666666667,600.0
COVINGTON (EAST OF  KENT),US,1999,1,1020.0,1020.0
COVINGTON (ON HIGHWAY 64),US,2002,1,30.0,30.0
COWANSVILLE,US,1999,1,120.0,120.0
COWARD,US,2009,1,240.0,240.0
COWARD,US,2014,1,600.0,600.0
COWEN,US,2001,1,,
COWEN,US,2012,1,60.0,60.0
COWETA,US,2004,1,,
COWETA,US,2005,1,15.0,15.0
COWETA,US,2007,1,,
COWETA,US,2013,1,5400.0,5400.0
COWICHE,US,2004,1,600.0,600.0
COWICHE,US,2008,1,,
COWICHE,US,2009,1,180.0,180.0
COWLEY,US,2010,1,,
COWPENS,US,2009,1,,
COWPENS,US,2012,2,10.0,10.0
COWPENS,US,2013,1,,
COXSACKIE,US,2005,2,,
COXSACKIE,US,2006,2,915.0,1800.0
COYANOSA,US,2001,1,600.0,600.0
COYANOSA,US,2006,1,0.0,0.0
COZAD,US,1998,1,,
CRAB ORCHARD,US,2000,1,900.0,900.0
CRAIG,US,2003,1,1020.0,1020.0
CRAIG,US,2006,2,,
CRAIG,US,2008,1,7200.0,7200.0
CRAIG,US,2010,2,1200.0,1200.0
CRAIG,US,2014,1,6.0,6.0
CRAIG (5 MILES EAST OF),US,2001,1,10.0,10.0
CRAIG (COFFMAN COVE ROAD),US,2010,1,,
CRAIGAVON (UK/NORTHERN IRELAND),GB,2001,1,,
CRAIGSVILLE,US,2005,1,,
CRAMERTON,US,2008,1,240.0,240.0
CRAMERTON,US,2010,1,120.0,120.0
CRANBROOK (CANADA),CA,2000,1,,
CRANBROOK (CANADA),CA,2001,1,2700.0,2700.0
CRANBROOK (CANADA),CA,2003,6,1830.0,3600.0
CRANBROOK (CANADA),CA,2005,1,600.0,600.0
CRANBROOK (CANADA),CA,2006,1,,
CRANBROOK (CANADA),CA,2008,1,,
CRANBROOK (CANADA),CA,2014,1,45.0,45.0
CRANBURY,US,2002,1,20.0,20.0
CRANBURY,US,2013,1,240.0,240.0
CRANDALL,US,2003,1,7200.0,7200.0
CRANDALL,US,2011,1,30.0,30.0
CRANDON,US,2012,1,10.0,10.0
CRANE,US,2009,1,180.0,180.0
CRANFORD,US,2008,1,,
CRANFORD,US,2010,1,1800.0,1800.0
CRANFORD,US,2013,1,7.0,7.0
CRANSTON,US,2000,1,5.0,5.0
CRANSTON,US,2002,2,3.0,3.0
CRANSTON,US,2004,1,3600.0,3600.0
CRANSTON,US,2005,2,360.0,600.0
CRANSTON,US,2007,1,,
CRANSTON,US,2008,4,720.0,1200.0
CRANSTON,US,2009,2,60.0,60.0
CRANSTON,US,2010,1,,
CRANSTON,US,2011,1,120.0,120.0
CRANSTON,US,2012,5,240.0,900.0
CRANSTON,US,2013,3,630.0,1200.0
CRAWFORD,US,2004,1,600.0,600.0
CRAWFORD,US,2011,1,60.0,60.0
CRAWFORDSVILLE,US,2003,1,1560.0,1560.0
CRAWFORDSVILLE,US,2010,1,0.0,0.0
CRAWFORDSVILLE,US,2012,1,300.0,300.0
CRAWFORDVILLE,US,2004,1,300.0,300.0
CRAWFORDVILLE,US,2005,2,3.5,5.0
CRAWFORDVILLE,US,2012,1,120.0,120.0
CRAWLEY,US,2012,1,180.0,180.0
CRAWLEY (UK/ENGLAND),GB,2000,1,420.0,420.0
CRAWLEY (UK/ENGLAND),GB,2012,1,,
CRAWLEY (UK/ENGLAND),GB,2013,1,30.0,30.0
CREAM RIDGE,US,2001,1,16.0,16.0
CREAM RIDGE,US,2009,1,5.0,5.0
CREDIT RIVER,US,2012,1,900.0,900.0
CREEKSIDE,US,2013,1,600.0,600.0
CREEMORE (CANADA),CA,2008,1,3600.0,3600.0
CREMONA (15M NORTHWEST OF) (CANADA),CA,2007,1,,
CRESCENT,US,2009,1,1800.0,1800.0
CRESCENT,US,2013,1,15.0,15.0
CRESCENT BEACH,US,2004,1,37800.0,37800.0
CRESCENT CITY,US,1999,4,450.0,600.0
CRESCENT CITY,US,2000,1,300.0,300.0
CRESCENT CITY,US,2001,3,60.0,120.0
CRESCENT CITY,US,2002,1,1200.0,1200.0
CRESCENT CITY,US,2003,1,,
CRESCENT CITY,US,2004,2,600.0,1200.0
CRESCENT CITY,US,2005,1,30.0,30.0
CRESCENT CITY,US,2006,2,901.0,1800.0
CRESCENT CITY,US,2011,1,300.0,300.0
CRESCENT CITY,US,2012,1,,
CRESCENT CITY,US,2014,2,153.5,300.0
CRESCENT CITY (100 MILES SOUTH OF),US,1999,1,,
CRESCENT CITY (80 MILES WEST OF),US,2001,1,,
CRESCENT JUNCTION,US,2005,1,,
CRESCENT JUNCTION (TWO RANCH EXITS EAST OF ON I-70),US,1999,1,,
CRESCO,US,2013,2,5.0,5.0
CRESSKILL,US,2000,1,360.0,360.0
CRESSON,US,2007,1,120.0,120.0
CREST HILL,US,2006,1,240.0,240.0
CRESTED BUTTE,US,2009,1,60.0,60.0
CRESTLINE,US,2001,3,510.0,600.0
CRESTLINE,US,2003,1,360.0,360.0
CRESTLINE,US,2004,1,1800.0,1800.0
CRESTLINE,US,2005,1,10.0,10.0
CRESTLINE,US,2006,1,0.0,0.0
CRESTLINE,US,2009,1,10800.0,10800.0
CRESTLINE,US,2010,1,120.0,120.0
CRESTLINE,US,2011,1,600.0,600.0
CRESTLINE,US,2013,4,300.0,300.0
CRESTLINE (SILVERWOOD LAKE),US,2011,1,,
CRESTON,US,2003,1,300.0,300.0
CRESTON,US,2005,1,120.0,120.0
CRESTON,US,2009,1,,
CRESTON,US,2013,1,10.0,10.0
CRESTON (CANADA),CA,2003,2,90.0,180.0
CRESTON (CANADA),CA,2012,1,30.0,30.0
CRESTONE,US,1999,1,7200.0,7200.0
CRESTONE,US,2006,1,30.0,30.0
CRESTONE,US,2007,1,,
CRESTONE,US,2009,2,5.0,10.0
CRESTONE (NEAR ALAMOSA),US,1999,1,,
CRESTVIEW,US,2003,1,300.0,300.0
CRESTVIEW,US,2004,1,30.0,30.0
CRESTVIEW,US,2008,2,300.0,300.0
CRESTVIEW,US,2010,3,360.0,600.0
CRESTVIEW,US,2011,1,,
CRESTVIEW,US,2012,2,,
CRESTVIEW,US,2014,2,120.0,120.0
CRESTVIEW HILLS,US,2013,1,600.0,600.0
CRESTWOOD,US,1999,1,60.0,60.0
CRESTWOOD,US,2001,1,,
CRESTWOOD,US,2004,2,180.0,180.0
CRESTWOOD,US,2005,1,300.0,300.0
CRESTWOOD,US,2006,1,0.0,0.0
CRESTWOOD,US,2007,2,120.0,120.0
CRESTWOOD,US,2008,1,600.0,600.0
CRESTWOOD,US,2009,1,300.0,300.0
CRESTWOOD,US,2011,2,25.0,25.0
CRESTWOOD,US,2013,1,0.0,0.0
CRESTWOOD (NEAR ST. LOUIS),US,1998,1,,
CRESWELL,US,2002,1,30.0,30.0
CRESWELL,US,2003,1,900.0,900.0
CRESWELL,US,2009,1,45.0,45.0
CRESWELL,US,2012,2,240.0,240.0
CRETE,US,1998,1,,
CRETE,US,2001,2,0.0,0.0
CRETE,US,2007,1,180.0,180.0
CRETE,US,2010,4,900.0,900.0
CRETE,US,2011,2,,
CRETE,US,2012,1,,
CREVE COEUR,US,1998,1,,
CREVE COEUR,US,2008,1,10.0,10.0
CREVE COEUR,US,2011,1,180.0,180.0
CREWE (UK/ENGLAND),GB,2002,1,15.0,15.0
CREWE (UK/ENGLAND),GB,2005,1,60.0,60.0
CRIDERSVILLE,US,2010,1,600.0,600.0
CRIPPLE CREEK,US,2006,1,15.0,15.0
CRISFIELD,US,2004,1,120.0,120.0
CRISFIELD,US,2009,1,600.0,600.0
CRISFIELD,US,2010,1,180.0,180.0
CRITTENDEN,US,2002,1,30.0,30.0
CRIVITZ,US,1999,1,600.0,600.0
CRIVITZ,US,2006,1,60.0,60.0
CRIVITZ,US,2010,1,1345.0,1345.0
CROCKETT,US,2003,1,300.0,300.0
CROCKETT,US,2006,1,0.0,0.0
CROCKETT,US,2011,1,30.0,30.0
CROFTON,US,1999,1,7200.0,7200.0
CROFTON,US,2009,2,30.0,60.0
CROFTON (VANCOUVER ISLAND) (CANADA),CA,2000,1,15.0,15.0
CROGHAN,US,2008,1,30.0,30.0
CROMWELL,US,1999,1,480.0,480.0
CROMWELL,US,2004,1,,
CROMWELL,US,2008,1,10.0,10.0
CROMWELL,US,2011,3,240.0,240.0
CROMWELL,US,2012,1,360.0,360.0
CROMWELL,US,2013,3,300.0,300.0
CROOKED RIVER RANCH,US,2012,1,120.0,120.0
CROOKSTON,US,2001,1,2.0,2.0
CROOKSTON,US,2009,1,180.0,180.0
CROOKSTON,US,2010,1,15.0,15.0
CROSBY,US,2004,2,450.0,600.0
CROSBY,US,2005,1,,
CROSBY,US,2007,2,0.0,0.0
CROSBY,US,2011,1,1800.0,1800.0
CROSBY,US,2012,1,180.0,180.0
CROSBY,US,2013,2,390.0,600.0
CROSS,US,2012,1,18000.0,18000.0
CROSS CITY,US,2004,1,,
CROSS LANES,US,1999,1,300.0,300.0
CROSS LANES,US,2007,1,900.0,900.0
CROSS LANES,US,2012,2,62.0,120.0
CROSS LANES,US,2013,1,180.0,180.0
